from_node_token,to_node_token,deprel,label,doc_id,from_node_Number,from_node_lemma,from_node_upos,from_node_xpos,from_node_VerbForm,to_node_Gender,to_node_Number,to_node_lemma,to_node_upos,to_node_xpos,from_node_Gender,from_node_Tense,from_node_Mood,from_node_Person,from_node_PronType,to_node_PronType,to_node_Person,from_node_NumType,to_node_NumType
assumere.v.01,investigatore.n.01,obj,Theme,it/p49/d1939,Sing,assumere,VERB,V,Part,Masc,Sing,investigatore,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p49/d1939,,,,,,,,,,,,,,,,,,,
euro.n.01,letto.n.01,nsubj,Theme,it/p49/d2950,,euro,NOUN,S,,Masc,Sing,letto,NOUN,S,Masc,,,,,,,,
female.n.02,Tom,,Name,it/p49/d1958,,Tom,PROPN,SP,,,,,,,,,,,,,,,
rubare.v.01,female.n.02,nsubj,Agent,it/p49/d1958,Sing,rubare,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
cane.n.01,time.n.08,,Time,it/p49/d2368,Sing,cane,NOUN,S,,,,,,,Masc,,,,,,,,
female.n.02,Tom,,Name,it/p49/d2760,,Tom,PROPN,SP,,,,,,,,,,,,,,,
mancare.v.01,female.n.02,nsubj,Agent,it/p49/d2760,Sing,mancare,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
mancare.v.01,time.n.08,,Time,it/p49/d2760,Sing,mancare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
mancare.v.01,uscita.n.01,obj,Theme,it/p49/d2760,Sing,mancare,VERB,V,Fin,Fem,Sing,uscita,NOUN,S,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p49/d2760,,,,,,,,,,,,,,,,,,,
female.n.02,Greenpeace,,Name,it/p28/d1391,,Greenpeace,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p28/d1391,,,,,,,,,,,,,,,,,,,
fondare.v.01,time.n.08,,Time,it/p28/d1391,Sing,fondare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
person.n.01,hearer,,EQU,it/p28/d2828,Sing,tu,PRON,PE,,,,,,,,,,2,Prs,,,,
time.n.08,now,,EQU,it/p28/d2828,,,,,,,,,,,,,,,,,,,
sbronza.n.01,time.n.08,,Time,it/p28/d2828,Sing,sbronza,NOUN,S,,,,,,,Fem,,,,,,,,
tubare.v.01,time.n.08,,Time,it/p28/d1707,Sing,tubare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p28/d1707,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p28/d2282,,,,,,,,,,,,,,,,,,,
schiamazzare.v.01,time.n.08,,Time,it/p28/d2282,,schiamazzare,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p28/d2332,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p28/d2332,,,,,,,,,,,,,,,,,,,
scortese.a.01,female.n.02,nsubj,AttributeOf,it/p28/d2332,Sing,scortese,ADJ,A,,,,Tom,PROPN,SP,,,,,,,,,
scortese.a.01,time.n.08,,Time,it/p28/d2332,Sing,scortese,ADJ,A,,,,,,,,,,,,,,,
comprare.v.01,time.n.08,,Time,it/p28/d1610,Sing,comprare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
comprare.v.01,agenda.n.01,obj,Theme,it/p28/d1610,Sing,comprare,VERB,V,Part,Fem,Sing,agenda,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p28/d1610,,,,,,,,,,,,,,,,,,,
licenziare.v.01,time.n.08,,Time,it/p28/d2119,Sing,licenziare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p28/d2119,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p28/d1434,,,,,,,,,,,,,,,,,,,
accettabile.a.01,time.n.08,,Time,it/p28/d1434,Sing,accettabile,ADJ,A,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p39/d2805,,,,,,,,,,,,,,,,,,,
dormendo.v.01,time.n.08,,Time,it/p39/d2805,,dormendo,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p39/d2571,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p39/d2571,,,,,,,,,,,,,,,,,,,
geloso.a.01,time.n.08,,Time,it/p39/d2571,Sing,geloso,ADJ,A,,,,,,,Masc,,,,,,,,
costare.v.01,libro.n.01,nsubj,Theme,it/p39/d2989,Sing,costare,VERB,V,Fin,Masc,Sing,libro,NOUN,S,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p39/d0918,,,,,,,,,,,,,,,,,,,
intelligente.a.01,ragazzo.n.01,nsubj,AttributeOf,it/p39/d0918,Sing,intelligente,ADJ,A,,Masc,Sing,ragazzo,NOUN,S,,,,,,,,,
intelligente.a.01,time.n.08,,Time,it/p39/d0918,Sing,intelligente,ADJ,A,,,,,,,,,,,,,,,
intelligente.a.01,molto.r.01,advmod,Degree,it/p39/d0918,Sing,intelligente,ADJ,A,,,,molto,ADV,B,,,,,,,,,
selvaggio.a.01,questo.n.01,nsubj,AttributeOf,it/p39/d2421,Sing,selvaggio,ADJ,A,,Masc,Sing,questo,PRON,PD,Masc,,,,,Dem,,,
selvaggio.a.01,time.n.08,,Time,it/p39/d2421,Sing,selvaggio,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Tom,,Name,it/p39/d3172,,Tom,PROPN,SP,,,,,,,,,,,,,,,
allungare.v.01,female.n.02,nsubj,Agent,it/p39/d3172,Sing,allungare,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
allungare.v.01,cocktail.n.01,obj,Theme,it/p39/d3172,Sing,allungare,VERB,V,Fin,Masc,,cocktail,NOUN,S,,Past,Ind,3,,,,,
female.n.02,GUS,,Name,it/p39/d0760,,GUS,PROPN,SP,,,,,,,,,,,,,,,
vendere.v.01,female.n.02,nsubj,Agent,it/p39/d0760,Sing,vendere,VERB,V,Part,,,GUS,PROPN,SP,Masc,Past,,,,,,,
vendere.v.01,female.n.02,obj,Time,it/p39/d0760,Sing,vendere,VERB,V,Part,,,Wehkamp,PROPN,SP,Masc,Past,,,,,,,
falegname.n.01,time.n.08,,Time,it/p39/d1619,Sing,falegname,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p39/d1619,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p39/d1553,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p39/d1553,,,,,,,,,,,,,,,,,,,
rapinare.v.01,time.n.08,,Time,it/p39/d1553,Sing,rapinare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
person.n.01,speaker,,EQU,it/p39/d3036,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
scordare.v.01,person.n.01,nsubj,Agent,it/p39/d3036,Sing,scordare,VERB,V,Fin,,Sing,io,PRON,PE,,Pres,Ind,3,,Prs,1,,
scordare.v.01,time.n.08,,Time,it/p39/d3036,Sing,scordare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
scordare.v.01,libro.n.01,obj,Theme,it/p39/d3036,Sing,scordare,VERB,V,Fin,Masc,Sing,libro,NOUN,S,,Pres,Ind,3,,,,,
morire.v.01,time.n.08,,Time,it/p39/d1385,Sing,morire,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p39/d1385,,,,,,,,,,,,,,,,,,,
abbracciare.v.01,time.n.08,,Time,it/p39/d1526,Sing,abbracciare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p39/d1526,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p39/d3526,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
lavorare.v.01,person.n.01,nsubj,Agent,it/p39/d3526,,lavorare,VERB,V,Ger,,Sing,io,PRON,PE,,,,,,Prs,1,,
time.n.08,now,,EQU,it/p85/d1577,,,,,,,,,,,,,,,,,,,
intelligente.a.01,female.n.02,nsubj,AttributeOf,it/p85/d1577,Sing,intelligente,ADJ,A,,Fem,Sing,lei,PRON,PE,,,,,,Prs,3,,
intelligente.a.01,time.n.08,,Time,it/p85/d1577,Sing,intelligente,ADJ,A,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p85/d2911,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p85/d2911,,,,,,,,,,,,,,,,,,,
sonnecchiando.v.01,female.n.02,nsubj,Agent,it/p85/d2911,,sonnecchiando,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
sonnecchiando.v.01,time.n.08,,Time,it/p85/d2911,,sonnecchiando,VERB,V,Ger,,,,,,,,,,,,,,
person.n.01,hearer,,EQU,it/p85/d1670,Plur,voi,PRON,PE,,,,,,,,,,2,Prs,,,,
time.n.08,now,,EQU,it/p85/d1670,,,,,,,,,,,,,,,,,,,
lavorare.v.01,time.n.08,,Time,it/p85/d1670,,lavorare,VERB,V,Ger,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p85/d1670,Plur,noi,PRON,PE,,,,,,,,,,1,Prs,,,,
female.n.02,Tom,,Name,it/p85/d0940,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p85/d0940,,,,,,,,,,,,,,,,,,,
forte.a.01,female.n.02,nsubj,AttributeOf,it/p85/d0940,Sing,forte,ADJ,A,,,,Tom,PROPN,SP,,,,,,,,,
forte.a.01,time.n.08,,Time,it/p85/d0940,Sing,forte,ADJ,A,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p85/d2285,,Tom,PROPN,SP,,,,,,,,,,,,,,,
riservare.v.01,time.n.08,,Time,it/p85/d2285,Sing,riservare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
female.n.02,Fulham,,Name,it/p85/d0712,,Fulham,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p85/d2244,,,,,,,,,,,,,,,,,,,
sedurre.v.01,time.n.08,,Time,it/p85/d2244,Sing,sedurre,VERB,V,Part,,,,,,Masc,Past,,,,,,,
sedurre.v.01,female.n.02,obl:agent,Agent,it/p85/d2244,Sing,sedurre,VERB,V,Part,,,Mary,PROPN,SP,Masc,Past,,,,,,,
female.n.02,Mary,,Name,it/p85/d2244,,Mary,PROPN,SP,,,,,,,,,,,,,,,
volare.v.01,pesce.n.01,nsubj,Theme,it/p85/d1456,Plur,volare,VERB,V,Fin,Masc,Plur,pesce,NOUN,S,,Pres,Ind,3,,,,,
volare.v.01,time.n.08,,Time,it/p85/d1456,Plur,volare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p85/d1456,,,,,,,,,,,,,,,,,,,
indossare.v.01,time.n.08,,Time,it/p86/d1870,,indossare,VERB,V,Ger,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p86/d2287,,,,,,,,,,,,,,,,,,,
delizioso.a.01,torta.n.01,nsubj,AttributeOf,it/p86/d2287,Sing,delizioso,ADJ,A,,Fem,Sing,torta,NOUN,S,Fem,,,,,,,,
delizioso.a.01,time.n.08,,Time,it/p86/d2287,Sing,delizioso,ADJ,A,,,,,,,Fem,,,,,,,,
female.n.02,BSN,,Name,it/p86/d0717,,BSN,PROPN,SP,,,,,,,,,,,,,,,
comprare.v.01,female.n.02,nsubj,Agent,it/p86/d0717,Sing,comprare,VERB,V,Fin,,,BSN,PROPN,SP,,Past,Ind,3,,,,,
comprare.v.01,female.n.02,obj,Time,it/p86/d0717,Sing,comprare,VERB,V,Fin,,,RJR,PROPN,SP,,Past,Ind,3,,,,,
female.n.02,Tom,,Name,it/p86/d2159,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p86/d2159,,,,,,,,,,,,,,,,,,,
mangiare.v.01,time.n.08,,Time,it/p86/d2159,Sing,mangiare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
mangiare.v.01,tigre.n.01,obl:agent,Agent,it/p86/d2159,Sing,mangiare,VERB,V,Part,Fem,Sing,tigre,NOUN,S,Masc,Past,,,,,,,
comprare.v.01,time.n.08,,Time,it/p86/d2546,Sing,comprare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
comprare.v.01,cappello.n.01,obj,Theme,it/p86/d2546,Sing,comprare,VERB,V,Part,Masc,Sing,cappello,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p86/d2546,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p86/d2054,Plur,noi,PRON,PE,,,,,,,,,,1,Prs,,,,
time.n.08,now,,EQU,it/p86/d2054,,,,,,,,,,,,,,,,,,,
perfetto.a.01,nessuno.n.01,nsubj,AttributeOf,it/p86/d2054,Sing,perfetto,ADJ,A,,Fem,Sing,nessuno,PRON,PI,Fem,,,,,Ind,,,
perfetto.a.01,time.n.08,,Time,it/p86/d2054,Sing,perfetto,ADJ,A,,,,,,,Fem,,,,,,,,
female.n.02,Tom,,Name,it/p86/d3481,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p86/d3481,,,,,,,,,,,,,,,,,,,
infelice.a.01,time.n.08,,Time,it/p86/d3481,Sing,infelice,ADJ,A,,,,,,,,,,,,,,,
infelice.a.01,estremamente.r.01,advmod,Degree,it/p86/d3481,Sing,infelice,ADJ,A,,,,estremamente,ADV,B,,,,,,,,,
time.n.08,now,,EQU,it/p86/d0907,,,,,,,,,,,,,,,,,,,
affondare.v.01,time.n.08,,Time,it/p86/d0907,,affondare,VERB,V,Ger,,,,,,,,,,,,,,
incollare.v.01,bagagliaio.n.01,obl,Theme,it/p86/d2215,Sing,incollare,VERB,V,Part,Masc,Sing,bagagliaio,NOUN,S,Fem,Past,,,,,,,
incollare.v.01,time.n.08,,Time,it/p86/d2215,Sing,incollare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
bevettere.v.01,time.n.08,,Time,it/p86/d0915,Sing,bevettere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p27/d2592,,,,,,,,,,,,,,,,,,,
chef.n.01,time.n.08,,Time,it/p27/d2756,,chef,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p27/d2756,,,,,,,,,,,,,,,,,,,
disperdere.v.01,time.n.08,,Time,it/p27/d2192,Sing,disperdere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p27/d2192,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p27/d3021,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
volere.v.01,time.n.08,,Time,it/p27/d3021,Sing,volere,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
volere.v.01,latte.n.01,obl,Theme,it/p27/d3021,Sing,volere,VERB,V,Fin,Masc,,latte,NOUN,S,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p27/d3021,,,,,,,,,,,,,,,,,,,
female.n.02,Sylvia,,Name,it/p27/d0761,,Sylvia,PROPN,SP,,,,,,,,,,,,,,,
moglie.n.01,female.n.02,nsubj,Theme,it/p27/d0761,Sing,moglie,NOUN,S,,,,Sylvia,PROPN,SP,Fem,,,,,,,,
moglie.n.01,female.n.02,nmod,Time,it/p27/d0761,Sing,moglie,NOUN,S,,,,Andy,PROPN,SP,Fem,,,,,,,,
female.n.02,Argentina,,Name,it/p27/d0712,,Argentina,PROPN,SP,,,,,,,,,,,,,,,
nascere.v.01,time.n.08,,Time,it/p27/d0712,Sing,nascere,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p27/d0712,,,,,,,,,,,,,,,,,,,
female.n.02,Leloir,,Name,it/p27/d0712,,Leloir,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,El,,Name,it/p27/d0760,,El,PROPN,SP,,,,,,,,,,,,,,,
mordere.v.01,time.n.08,,Time,it/p27/d1900,Sing,mordere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p27/d1900,,,,,,,,,,,,,,,,,,,
acquistare.v.01,time.n.08,,Time,it/p27/d0766,Sing,acquistare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
acquistare.v.01,fabbrica.n.01,obj,Theme,it/p27/d0766,Sing,acquistare,VERB,V,Fin,Fem,Plur,fabbrica,NOUN,S,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p27/d0766,,,,,,,,,,,,,,,,,,,
passare.v.01,foto.n.01,obj,Theme,it/p27/d2050,Sing,passare,VERB,V,Fin,Fem,,foto,NOUN,S,,Past,Ind,3,,,,,
female.n.02,Mary,,Name,it/p27/d1961,,Mary,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p27/d1961,,,,,,,,,,,,,,,,,,,
baciando.v.01,time.n.08,,Time,it/p27/d1961,,baciando,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p27/d1961,,Tom,PROPN,SP,,,,,,,,,,,,,,,
soffrire.v.01,time.n.08,,Time,it/p17/d1697,Sing,soffrire,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p17/d1697,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p17/d1980,,Tom,PROPN,SP,,,,,,,,,,,,,,,
vincere.v.01,female.n.02,nsubj,Agent,it/p17/d1980,Sing,vincere,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
vincere.v.01,time.n.08,,Time,it/p17/d1980,Sing,vincere,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
vincere.v.01,lotteria.n.01,obj,Theme,it/p17/d1980,Sing,vincere,VERB,V,Fin,Fem,Sing,lotteria,NOUN,S,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p17/d1980,,,,,,,,,,,,,,,,,,,
female.n.02,Chabrol,,Name,it/p17/d0711,,Chabrol,PROPN,SP,,,,,,,,,,,,,,,
dirigere.v.01,female.n.02,nsubj:pass,Time,it/p17/d0711,Sing,dirigere,VERB,V,Part,,,Beau,PROPN,SP,Masc,Past,,,,,,,
cantante.n.01,time.n.08,,Time,it/p17/d1672,Sing,cantante,NOUN,S,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p17/d1672,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p17/d1968,,,,,,,,,,,,,,,,,,,
accarezzare.v.01,time.n.08,,Time,it/p17/d1968,,accarezzare,VERB,V,Ger,,,,,,,,,,,,,,
stirare.v.01,time.n.08,,Time,it/p17/d3052,Sing,stirare,VERB,V,Fin,,,,,,,Fut,Ind,3,,,,,
time.n.08,now,,EQU,it/p17/d2606,,,,,,,,,,,,,,,,,,,
rosso.a.01,time.n.08,,Time,it/p17/d2606,Sing,rosso,ADJ,A,,,,,,,Fem,,,,,,,,
amare.v.01,time.n.08,,Time,it/p17/d3440,Plur,amare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p17/d3440,,,,,,,,,,,,,,,,,,,
female.n.02,Marilyn,,Name,it/p17/d0712,,Marilyn,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Betty,,Name,it/p17/d2459,,Betty,PROPN,SP,,,,,,,,,,,,,,,
uccidere.v.01,female.n.02,nsubj,Agent,it/p17/d2459,Sing,uccidere,VERB,V,Part,,,Betty,PROPN,SP,Masc,Past,,,,,,,
uccidere.v.01,time.n.08,,Time,it/p17/d2459,Sing,uccidere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p17/d2459,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p17/d2586,,,,,,,,,,,,,,,,,,,
geloso.a.01,time.n.08,,Time,it/p17/d2586,Sing,geloso,ADJ,A,,,,,,,Masc,,,,,,,,
costare.v.01,orologio.n.01,nsubj,Theme,it/p97/d2263,Sing,costare,VERB,V,Fin,Masc,Sing,orologio,NOUN,S,,Pres,Ind,3,,,,,
costare.v.01,time.n.08,,Time,it/p97/d2263,Sing,costare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p97/d2263,,,,,,,,,,,,,,,,,,,
cinquantamila.n.01,circa.r.01,advmod,APX,it/p97/d2263,,cinquantamila,NUM,N,,,,circa,ADV,B,,,,,,,,Card,
yen.n.02,cinquantamila.n.01,nummod,Quantity,it/p97/d2263,,yen,NOUN,S,,,,cinquantamila,NUM,N,Masc,,,,,,,,Card
female.n.02,Tom,,Name,it/p97/d3496,,Tom,PROPN,SP,,,,,,,,,,,,,,,
indossare.v.01,female.n.02,nsubj,Agent,it/p97/d3496,Sing,indossare,VERB,V,Fin,,,Tom,PROPN,SP,,Imp,Ind,3,,,,,
indossare.v.01,time.n.08,,Time,it/p97/d3496,Sing,indossare,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
indossare.v.01,guanto.n.01,obl,Theme,it/p97/d3496,Sing,indossare,VERB,V,Fin,Masc,Plur,guanto,NOUN,S,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p97/d3496,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p97/d2911,,,,,,,,,,,,,,,,,,,
inconfutabile.a.01,prova.n.01,nsubj,AttributeOf,it/p97/d2911,Sing,inconfutabile,ADJ,A,,Fem,Sing,prova,NOUN,S,,,,,,,,,
inconfutabile.a.01,time.n.08,,Time,it/p97/d2911,Sing,inconfutabile,ADJ,A,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p97/d1530,,Tom,PROPN,SP,,,,,,,,,,,,,,,
disarmare.v.01,time.n.08,,Time,it/p97/d1530,Sing,disarmare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
person.n.01,speaker,,EQU,it/p97/d2177,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
divorziata.v.01,time.n.08,,Time,it/p97/d2177,Sing,divorziata,VERB,V,Part,,,,,,Fem,Past,,,,,,,
time.n.08,now,,TPR,it/p97/d0963,,,,,,,,,,,,,,,,,,,
colpire.v.01,time.n.08,,Time,it/p97/d0963,Sing,colpire,VERB,V,Part,,,,,,Masc,Past,,,,,,,
morire.v.01,time.n.08,,Time,it/p97/d2353,Sing,morire,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p97/d3349,,,,,,,,,,,,,,,,,,,
ricattare.v.01,time.n.08,,Time,it/p97/d3349,Sing,ricattare,VERB,V,Part,,,,,,Fem,Past,,,,,,,
ricattare.v.01,male.n.02,obl:agent,Agent,it/p97/d3349,Sing,ricattare,VERB,V,Part,Masc,Sing,lui,PRON,PE,Fem,Past,,,,Prs,3,,
attraversare.v.01,time.n.08,,Time,it/p97/d3158,Sing,attraversare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p97/d3158,,,,,,,,,,,,,,,,,,,
1-0.n.01,risultato.n.01,nsubj,Theme,it/p97/d1450,Sing,1-0,NOUN,S,,Masc,Sing,risultato,NOUN,S,Masc,,,,,,,,
person.n.01,speaker,,EQU,it/p97/d3366,Plur,noi,PRON,PE,,,,,,,,,,1,Prs,,,,
time.n.08,now,,TPR,it/p97/d3366,,,,,,,,,,,,,,,,,,,
soddisfare.v.01,nessuno.n.01,nsubj:pass,Experiencer,it/p97/d3366,Sing,soddisfare,VERB,V,Part,Masc,Sing,nessuno,PRON,PI,Masc,Past,,,,Ind,,,
soddisfare.v.01,time.n.08,,Time,it/p97/d3366,Sing,soddisfare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
person.n.01,speaker,,EQU,it/p68/d0769,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
mangiare.v.01,person.n.01,nsubj,Agent,it/p68/d0769,Sing,mangiare,VERB,V,Part,,Sing,io,PRON,PE,Masc,Past,,,,Prs,1,,
