from_node_token,from_node_Gender,from_node_Number,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_VerbForm,to_node_Gender,to_node_Number,to_node_lemma,to_node_upos,to_node_xpos,from_node_Degree,from_node_Tense,to_node_Case,to_node_Person,to_node_PronType,from_node_Case,from_node_Person,from_node_PronType,to_node_Degree,to_node_Poss,to_node_Tense,to_node_VerbForm,from_node_Poss
time.n.08,,,,,,now,,EQU,nl/p36/d0840,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p36/d0816,,,,,,,,,,,,Nom,1,Prs,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p36/d0816,Fin,,,,,,,Pres,,,,,,,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|ev,auto.n.01,obj,Theme,nl/p36/d0816,Fin,Com,Sing,auto,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p36/d0816,,,,,,,,,,,,,,,,,,,
person.n.01,,,dit,PRON,VNW|aanw|pron|stan|vol|3o|ev,boek.n.01,nsubj,Co-Theme,nl/p36/d0796,,Neut,Sing,boek,NOUN,N|soort|ev|basis|onz|stan,,,,,,,3,Dem,,,,,
person.n.01,,,dit,PRON,VNW|aanw|pron|stan|vol|3o|ev,time.n.08,,Time,nl/p36/d0796,,,,,,,,,,,,,3,Dem,,,,,
time.n.08,,,,,,now,,EQU,nl/p36/d0796,,,,,,,,,,,,,,,,,,,
glimlachen.v.01,,Sing,glimlachen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p36/d2853,Fin,,,iedereen,PRON,VNW|onbep|pron|stan|vol|3p|ev,,Past,,3,Ind,,,,,,,,
glimlachen.v.01,,Sing,glimlachen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p36/d2853,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p36/d2853,,,,,,,,,,,,,,,,,,,
terug_slaan.v.01,,Sing,terug_slaan,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p69/d0849,Fin,,,zij,PRON,VNW|pers|pron|nomin|vol|3v|ev|fem,,Past,Nom,3,Prs,,,,,,,,
terug_slaan.v.01,,Sing,terug_slaan,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p69/d0849,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p69/d0849,,,,,,,,,,,,,,,,,,,
werken.v.01,,Sing,werken,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p69/d1391,Fin,,,,,,,Pres,,,,,,,,,,,
werken.v.01,,Sing,werken,VERB,WW|pv|tgw|met-t,female.n.02,nsubj,Agent,nl/p69/d1391,Fin,,,Raymond,PROPN,SPEC|deeleigen,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p69/d1391,,,,,,,,,,,,,,,,,,,
female.n.02,,,Raymond,PROPN,SPEC|deeleigen,Raymond,,Name,nl/p69/d1391,,,,,,,,,,,,,,,,,,,
houden.v.01,,Sing,houden,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p69/d1441,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p69/d1441,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p69/d0797,,,,,,,,,,,,Nom,1,Prs,,,,,
person.n.01,,,jou,PRON,VNW|pers|pron|obl|vol|2v|ev,hearer,,EQU,nl/p69/d0797,,,,,,,,,,,,Acc,2,Prs,,,,,
geven.v.01,,,geven,VERB,WW|inf|vrij|zonder,person.n.01,nsubj,Agent,nl/p69/d0797,Inf,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
geven.v.01,,,geven,VERB,WW|inf|vrij|zonder,time.n.08,,Time,nl/p69/d0797,Inf,,,,,,,,,,,,,,,,,,
geven.v.01,,,geven,VERB,WW|inf|vrij|zonder,boek.n.01,obj,Theme,nl/p69/d0797,Inf,Neut,Sing,boek,NOUN,N|soort|ev|basis|onz|stan,,,,,,,,,,,,,
female.n.02,Com,Sing,Jezus,PROPN,N|eigen|ev|basis|zijd|stan,Jezus,,Name,nl/p69/d2470,,,,,,,,,,,,,,,,,,,
buikspier.n.01,,Plur,buikspier,NOUN,N|soort|mv|basis,staal.n.01,nmod,EQU,nl/p69/d2470,,Neut,Sing,staal,NOUN,N|soort|ev|basis|onz|stan,,,,,,,,,,,,,
stinken.v.01,,Sing,stinken,VERB,WW|pv|tgw|met-t,hond.n.01,nsubj,Theme,nl/p88/d0927,Fin,Com,Sing,hond,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
stinken.v.01,,Sing,stinken,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p88/d0927,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p88/d0927,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p88/d0893,,,,,,,,,,,,Nom,1,Prs,,,,,
drinken.v.01,,Sing,drinken,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p88/d0893,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Past,Nom,1,Prs,,,,,,,,
drinken.v.01,,Sing,drinken,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p88/d0893,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p88/d0893,,,,,,,,,,,,,,,,,,,
person.n.01,,,wat,PRON,VNW|vb|pron|stan|vol|3o|ev,wissel_koers.n.01,nsubj,Co-Theme,nl/p88/d0871,,Com,Sing,wissel_koers,NOUN,N|soort|ev|basis|zijd|stan,,,,,,,3,Int,,,,,
person.n.01,,,wat,PRON,VNW|vb|pron|stan|vol|3o|ev,time.n.08,,Time,nl/p88/d0871,,,,,,,,,,,,,3,Int,,,,,
time.n.08,,,,,,now,,EQU,nl/p88/d0871,,,,,,,,,,,,,,,,,,,
kloppen.v.01,,Sing,kloppen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p88/d0837,Fin,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,Past,Nom,3,Prs,,,,,,,,
kloppen.v.01,,Sing,kloppen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p88/d0837,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p88/d0837,,,,,,,,,,,,,,,,,,,
yen.n.02,Com,Sing,yen,NOUN,N|soort|ev|basis|zijd|stan,duizend.n.01,nummod,Quantity,nl/p88/d0868,,,,duizend,NUM,TW|hoofd|prenom|stan,,,,,,,,,,,,,
kosten.v.01,,,kosten,VERB,WW|inf|vrij|zonder,time.n.08,,Time,nl/p88/d0868,Inf,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p89/d3011,,,,,,,,,,,,Nom,1,Prs,,,,,
tennisspeler.n.01,Com,Sing,tennisspeler,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p89/d3011,,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
person.n.01,,,je,PRON,VNW|pers|pron|nomin|red|2v|ev,hearer,,EQU,nl/p89/d1924,,,,,,,,,,,,Nom,2,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p89/d1924,,,,,,,,,,,,,,,,,,,
fotogeniek.a.01,,,fotogeniek,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p89/d1924,,,,,,,Pos,,,,,,,,,,,,
female.n.02,Neut,Sing,Isral,PROPN,N|eigen|ev|basis|onz|stan,Isral,,Name,nl/p89/d0930,,,,,,,,,,,,,,,,,,,
land.n.01,Neut,Sing,land,NOUN,N|soort|ev|basis|onz|stan,female.n.02,nsubj,Theme,nl/p89/d0930,,Neut,Sing,Isral,PROPN,N|eigen|ev|basis|onz|stan,,,,,,,,,,,,,
land.n.01,Neut,Sing,land,NOUN,N|soort|ev|basis|onz|stan,time.n.08,,Time,nl/p89/d0930,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p89/d0930,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p89/d2504,,,,,,,,,,,,Nom,1,Prs,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p89/d0887,,,,,,,,,,,,Nom,1,Prs,,,,,
terug_komen.v.01,,,terug_komen,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p89/d0887,Part,,,,,,,,,,,,,,,,,,
person.n.01,,,dit,PRON,VNW|aanw|pron|stan|vol|3o|ev,container.n.01,nsubj,Co-Theme,nl/p89/d2290,,Com,Sing,container,NOUN,N|soort|ev|basis|zijd|stan,,,,,,,3,Dem,,,,,
person.n.01,,,dit,PRON,VNW|aanw|pron|stan|vol|3o|ev,time.n.08,,Time,nl/p89/d2290,,,,,,,,,,,,,3,Dem,,,,,
time.n.08,,,,,,now,,EQU,nl/p89/d2290,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Aurlie,PROPN,N|eigen|ev|basis|zijd|stan,Aurlie,,Name,nl/p89/d0907,,,,,,,,,,,,,,,,,,,
herderin.n.01,Com,Sing,herderin,NOUN,N|soort|ev|basis|zijd|stan,female.n.02,nsubj,Theme,nl/p89/d0907,,Com,Sing,Aurlie,PROPN,N|eigen|ev|basis|zijd|stan,,,,,,,,,,,,,
herderin.n.01,Com,Sing,herderin,NOUN,N|soort|ev|basis|zijd|stan,time.n.08,,Time,nl/p89/d0907,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p89/d0907,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p89/d0826,,,,,,,,,,,,Nom,1,Prs,,,,,
horen.v.01,,Sing,horen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p89/d0826,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p89/d0826,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Mary,PROPN,N|eigen|ev|basis|zijd|stan,Mary,,Name,nl/p06/d0927,,,,,,,,,,,,,,,,,,,
dragen.v.01,,Sing,dragen,VERB,WW|pv|tgw|met-t,female.n.02,nsubj,Agent,nl/p06/d0927,Fin,Com,Sing,Mary,PROPN,N|eigen|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
dragen.v.01,,Sing,dragen,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p06/d0927,Fin,,,,,,,Pres,,,,,,,,,,,
dragen.v.01,,Sing,dragen,VERB,WW|pv|tgw|met-t,jurk.n.01,obj,Theme,nl/p06/d0927,Fin,Com,Sing,jurk,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p06/d0927,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p06/d2903,,,,,,,,,,,,Nom,1,Prs,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p06/d2903,Fin,,,,,,,Pres,,,,,,,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|ev,kat.n.01,obj,Theme,nl/p06/d2903,Fin,,Plur,kat,NOUN,N|soort|mv|basis,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p06/d2903,,,,,,,,,,,,,,,,,,,
doden.v.01,,Sing,doden,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p06/d0897,Fin,,,ze,PRON,VNW|pers|pron|stan|red|3|ev|fem,,Past,,3,Prs,,,,,,,,
doden.v.01,,Sing,doden,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p06/d0897,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p06/d0897,,,,,,,,,,,,,,,,,,,
oom.n.01,Com,Sing,oom,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nmod:poss,Role,nl/p06/d0911,,,,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr,,,,1,Prs,,,,,Yes,,,
geven.v.01,,Sing,geven,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p06/d0911,Fin,,,,,,,Past,,,,,,,,,,,
geven.v.01,,Sing,geven,VERB,WW|pv|verl|ev,geschenk.n.01,obj,Theme,nl/p06/d0911,Fin,Neut,Sing,geschenk,NOUN,N|soort|ev|basis|onz|stan,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p06/d0911,,,,,,,,,,,,,,,,,,,
werken.v.01,,Sing,werken,VERB,WW|pv|tgw|met-t,person.n.01,nsubj,Agent,nl/p06/d0875,Fin,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,Pres,Nom,3,Prs,,,,,,,,
werken.v.01,,Sing,werken,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p06/d0875,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p06/d0875,,,,,,,,,,,,,,,,,,,
gewond.a.01,,,gewond,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p06/d2730,,,,,,,Pos,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p06/d1466,,,,,,,,,,,,Nom,1,Prs,,,,,
haten.v.01,,Sing,haten,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p06/d1466,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p06/d1466,,,,,,,,,,,,,,,,,,,
wonen.v.01,,Sing,wonen,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p06/d0876,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p06/d0876,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p06/d0872,,,,,,,,,,,,Nom,1,Prs,,,,,
kiezen.v.01,,,kiezen,VERB,WW|vd|vrij|zonder,person.n.01,nsubj,Agent,nl/p06/d0872,Part,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,,Nom,1,Prs,,,,,,,,
verwoesten.v.01,,Sing,verwoesten,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p06/d3538,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p06/d3538,,,,,,,,,,,,,,,,,,,
gebouw.n.01,Neut,Sing,gebouw,NOUN,N|soort|ev|basis|onz|stan,hoog.a.01,amod,Attribute,nl/p06/d3538,,,,hoog,ADJ,ADJ|prenom|basis|met-e|stan,,,,,,,,,Pos,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p06/d0951,,,,,,,,,,,,Nom,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p06/d0951,,,,,,,,,,,,,,,,,,,
slaperig.a.01,,,slaperig,ADJ,ADJ|vrij|basis|zonder,person.n.01,nsubj,AttributeOf,nl/p06/d0951,,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,Pos,,Nom,1,Prs,,,,,,,,
slaperig.a.01,,,slaperig,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p06/d0951,,,,,,,Pos,,,,,,,,,,,,
wachten.v.01,,Sing,wachten,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p06/d1898,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p06/d1898,,,,,,,,,,,,,,,,,,,
geboren.v.01,,,geboren,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p06/d0886,Part,,,,,,,,,,,,,,,,,,
geboren.v.01,,,geboren,VERB,WW|vd|vrij|zonder,female.n.02,obl,Location,nl/p06/d0886,Part,Neut,Sing,Thailand,PROPN,N|eigen|ev|basis|onz|stan,,,,,,,,,,,,,
female.n.02,Neut,Sing,Thailand,PROPN,N|eigen|ev|basis|onz|stan,Thailand,,Name,nl/p06/d0886,,,,,,,,,,,,,,,,,,,
duren.v.01,,Sing,duren,VERB,WW|pv|verl|ev,regen.n.01,nsubj,Theme,nl/p06/d0910,Fin,Com,Sing,regen,NOUN,N|soort|ev|basis|zijd|stan,,Past,,,,,,,,,,,
female.n.02,Com,Sing,Accardo,PROPN,N|eigen|ev|basis|zijd|stan,Accardo,,Name,nl/p29/d0711,,,,,,,,,,,,,,,,,,,
componeren.v.01,,Sing,componeren,VERB,WW|pv|verl|ev,female.n.02,nsubj,Agent,nl/p29/d0711,Fin,Com,Sing,Accardo,PROPN,N|eigen|ev|basis|zijd|stan,,Past,,,,,,,,,,,
componeren.v.01,,Sing,componeren,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p29/d0711,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p29/d0711,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p29/d2716,,,,,,,,,,,,,,,,,,,
eenzaam.a.01,,,eenzaam,ADJ,ADJ|vrij|basis|zonder,meisje.n.01,nsubj,AttributeOf,nl/p29/d2716,,Neut,Sing,meisje,NOUN,N|soort|ev|dim|onz|stan,Pos,,,,,,,,,,,,
eenzaam.a.01,,,eenzaam,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p29/d2716,,,,,,,Pos,,,,,,,,,,,,
gaan.v.01,,Sing,gaan,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p29/d2910,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p29/d2910,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Jane,PROPN,N|eigen|ev|basis|zijd|stan,Jane,,Name,nl/p29/d2910,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Belknap,PROPN,N|eigen|ev|basis|zijd|stan,Belknap,,Name,nl/p29/d0712,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Maria,PROPN,N|eigen|ev|basis|zijd|stan,Maria,,Name,nl/p29/d2938,,,,,,,,,,,,,,,,,,,
roken.v.01,,Sing,roken,VERB,WW|pv|verl|ev,female.n.02,nsubj,Agent,nl/p29/d2938,Fin,Com,Sing,Maria,PROPN,N|eigen|ev|basis|zijd|stan,,Past,,,,,,,,,,,
roken.v.01,,Sing,roken,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p29/d2938,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p29/d2938,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p29/d0816,,,,,,,,,,,,Nom,1,Prs,,,,,
kopen.v.01,,Sing,kopen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p29/d0816,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Past,Nom,1,Prs,,,,,,,,
kopen.v.01,,Sing,kopen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p29/d0816,Fin,,,,,,,Past,,,,,,,,,,,
kopen.v.01,,Sing,kopen,VERB,WW|pv|verl|ev,fototoestel.n.01,obj,Theme,nl/p29/d0816,Fin,Neut,Sing,fototoestel,NOUN,N|soort|ev|basis|onz|stan,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p29/d0816,,,,,,,,,,,,,,,,,,,
toe_zwaaien.v.01,,Sing,toe_zwaaien,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p76/d0920,Fin,,,ze,PRON,VNW|pers|pron|stan|red|3|ev|fem,,Past,,3,Prs,,,,,,,,
toe_zwaaien.v.01,,Sing,toe_zwaaien,VERB,WW|pv|verl|ev,person.n.01,obj,Time,nl/p76/d0920,Fin,,,me,PRON,VNW|pr|pron|obl|red|1|ev,,Past,Acc,1,Prs,,,,,,,,
toe_zwaaien.v.01,,Sing,toe_zwaaien,VERB,WW|pv|verl|ev,gedag.a.01,xcomp,Theme,nl/p76/d0920,Fin,,,gedag,ADJ,ADJ|vrij|basis|zonder,,Past,,,,,,,Pos,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p76/d2201,,,,,,,,,,,,Nom,1,Prs,,,,,
spreken.v.01,,Sing,spreken,VERB,WW|pv|tgw|ev,person.n.01,nsubj,Agent,nl/p76/d2201,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Pres,Nom,1,Prs,,,,,,,,
spreken.v.01,,Sing,spreken,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p76/d2201,Fin,,,,,,,Pres,,,,,,,,,,,
spreken.v.01,,Sing,spreken,VERB,WW|pv|tgw|ev,Ests..n.01,obj,Theme,nl/p76/d2201,Fin,Com,Sing,Ests.,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p76/d2201,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p76/d0904,,,,,,,,,,,,Nom,1,Prs,,,,,
werken.v.01,,Sing,werken,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p56/d1391,Fin,,,,,,,Pres,,,,,,,,,,,
werken.v.01,,Sing,werken,VERB,WW|pv|tgw|met-t,female.n.02,nsubj,Agent,nl/p56/d1391,Fin,,,Sid,PROPN,SPEC|deeleigen,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p56/d1391,,,,,,,,,,,,,,,,,,,
female.n.02,,,Sid,PROPN,SPEC|deeleigen,Sid,,Name,nl/p56/d1391,,,,,,,,,,,,,,,,,,,
gitaar.n.01,Com,Sing,gitaar,NOUN,N|soort|ev|basis|zijd|stan,time.n.08,,Time,nl/p56/d0877,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p56/d0877,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p56/d0912,,,,,,,,,,,,Nom,1,Prs,,,,,
begrijpen.v.01,,Sing,begrijpen,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p56/d0912,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p56/d0912,,,,,,,,,,,,,,,,,,,
zijn.v.01,,Sing,zijn,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p56/d0785,Fin,,,,,,,Pres,,,,,,,,,,,
zijn.v.01,,Sing,zijn,VERB,WW|pv|tgw|ev,bushalte.n.01,nsubj,Theme,nl/p56/d0785,Fin,Com,Sing,bushalte,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p56/d0785,,,,,,,,,,,,,,,,,,,
